ST_NAME,AC_NAME,AC_NO,CANDIDATE,PARTY,VOTES
NCT of Delhi,BADARPUR,53,NARAYAN DUTT SHARMA,BJP,87103
NCT of Delhi,BADARPUR,53,PARDEEP,BSP,1965
NCT of Delhi,BADARPUR,53,RAM SINGH NETAJI,AAAP,112991
NCT of Delhi,BADARPUR,53,IMRAN SAIFI,NCP,322
NCT of Delhi,BADARPUR,53,BRIJPAL,OTH,107
NCT of Delhi,BADARPUR,53,RAM BAHADUR,OTH,134
NCT of Delhi,BADARPUR,53,RAHUL RAI,OTH,466
NCT of Delhi,BADARPUR,53,HARI RAM,OTH,185
NCT of Delhi,BADARPUR,53,OM PRAKASH GUPTA,IND,176
NCT of Delhi,BADARPUR,53,DEEPAK RAWAT,IND,219
NCT of Delhi,BADARPUR,53,NOTA,NOTA,915
NCT of Delhi,BADLI,5,AJESH YADAV,AAAP,46029
NCT of Delhi,BADLI,5,AAHIR DEEPAK CHAUDHARYY,BJP,61192
NCT of Delhi,BADLI,5,DEVENDER YADAV,INC,41071
NCT of Delhi,BADLI,5,RAVINDER KUMAR,BSP,725
NCT of Delhi,BADLI,5,GOPAL KUMAR SINHA,OTH,76
NCT of Delhi,BADLI,5,PARMOD KUMAR,OTH,250
NCT of Delhi,BADLI,5,MULAYAM SINGH,NCP,92
NCT of Delhi,BADLI,5,RAJENDER,OTH,68
NCT of Delhi,BADLI,5,R. C. SHARMA,OTH,64
NCT of Delhi,BADLI,5,ARUN KUMAR,IND,158
NCT of Delhi,BADLI,5,JAI PAL,IND,214
NCT of Delhi,BADLI,5,DEVENDER KUMAR YADAV,IND,235
NCT of Delhi,BADLI,5,NOTA,NOTA,692
NCT of Delhi,BALLIMARAN,22,IMRAN HUSSAIN,AAAP,57004
NCT of Delhi,BALLIMARAN,22,KAMAL BAGRI,BJP,27181
NCT of Delhi,BALLIMARAN,22,SONU,BSP,190
NCT of Delhi,BALLIMARAN,22,HAROON YUSUF,INC,13059
NCT of Delhi,BALLIMARAN,22,ABRAR,OTH,224
NCT of Delhi,BALLIMARAN,22,MD HAROON,NCP,38
NCT of Delhi,BALLIMARAN,22,BABU LAL,IND,131
NCT of Delhi,BALLIMARAN,22,MOHD. SHADAB,IND,72
NCT of Delhi,BALLIMARAN,22,HANSA,IND,77
NCT of Delhi,BALLIMARAN,22,NOTA,NOTA,301
NCT of Delhi,BAWANA,7,JAI BHAGWAN UPKAR,AAAP,88040
NCT of Delhi,BAWANA,7,RAVINDER INDRAJ SINGH,BJP,119515
NCT of Delhi,BAWANA,7,SURENDER KUMAR,INC,18713
NCT of Delhi,BAWANA,7,HEERA LAL,BSP,1557
NCT of Delhi,BAWANA,7,DHEERAJ KUMAR,OTH,216
NCT of Delhi,BAWANA,7,BABITA,OTH,190
NCT of Delhi,BAWANA,7,HARI KISHAN MECHANIC,IND,279
NCT of Delhi,BAWANA,7,NOTA,NOTA,1346
NCT of Delhi,BIJWASAN,36,KAMAL SINGH,BSP,702
NCT of Delhi,BIJWASAN,36,KAILASH GAHLOT,BJP,64951
NCT of Delhi,BIJWASAN,36,COL DEVINDER KUMAR SEHRAWAT,INC,9409
NCT of Delhi,BIJWASAN,36,SURENDER BHARDWAJ,AAAP,53675
NCT of Delhi,BIJWASAN,36,NARENDER SINGH,OTH,96
NCT of Delhi,BIJWASAN,36,NAVEEN KUMAR,OTH,91
NCT of Delhi,BIJWASAN,36,PUNAM PANDEY,OTH,153
NCT of Delhi,BIJWASAN,36,LALITA TRIVEDI,OTH,48
NCT of Delhi,BIJWASAN,36,AMRINA,IND,113
NCT of Delhi,BIJWASAN,36,NISHANT SEHRAWAT,IND,193
NCT of Delhi,BIJWASAN,36,MONIS KURESHI,IND,225
NCT of Delhi,BIJWASAN,36,SOM DUTT SHARMA,IND,92
NCT of Delhi,BIJWASAN,36,NOTA,NOTA,756
NCT of Delhi,BURARI,2,GANGA RAM,BSP,2214
NCT of Delhi,BURARI,2,MANGESH TYAGI,INC,19920
NCT of Delhi,BURARI,2,SANJEEV JHA,AAAP,121181
NCT of Delhi,BURARI,2,ANIL KAPOOR,OTH,869
NCT of Delhi,BURARI,2,ABHISHEK KUMAR SINGH (MASTER JI),OTH,531
NCT of Delhi,BURARI,2,GULAB SINGHAL,OTH,318
NCT of Delhi,BURARI,2,DHURVA KUMAR,OTH,224
NCT of Delhi,BURARI,2,PRAMOD,OTH,315
NCT of Delhi,BURARI,2,MUKESH PRASAD,OTH,288
NCT of Delhi,BURARI,2,RATAN TYAGI,NCP,3852
NCT of Delhi,BURARI,2,VIJAY KUMAR JHA,OTH,589
NCT of Delhi,BURARI,2,SHAILENDRA KUMAR,JD(U),100580
NCT of Delhi,BURARI,2,SUNIL KUMAR VYATHIT,OTH,569
NCT of Delhi,BURARI,2,SONU KAUSHIK,OTH,739
NCT of Delhi,BURARI,2,NOTA,NOTA,2548
NCT of Delhi,CHANDNI CHOWK,20,KALI CHARAN,BSP,246
NCT of Delhi,CHANDNI CHOWK,20,PUNARDEEP SINGH SAWHNEY (SABBY),AAAP,38993
NCT of Delhi,CHANDNI CHOWK,20,MUDIT AGARWAL,INC,9065
NCT of Delhi,CHANDNI CHOWK,20,SATISH JAIN,BJP,22421
NCT of Delhi,CHANDNI CHOWK,20,KHALID UR REHMAN,NCP,81
NCT of Delhi,CHANDNI CHOWK,20,MOHAMMAD MURSALEEN,OTH,45
NCT of Delhi,CHANDNI CHOWK,20,RAHUL TIWARI,OTH,69
NCT of Delhi,CHANDNI CHOWK,20,NOTA,NOTA,253
NCT of Delhi,CHHATARPUR,46,KARTAR SINGH TANWAR,BJP,80469
NCT of Delhi,CHHATARPUR,46,BRIJ LAL,BSP,750
NCT of Delhi,CHHATARPUR,46,BRAHM SINGH TANWAR,AAAP,74230
NCT of Delhi,CHHATARPUR,46,RAJENDER SINGH TANWAR,INC,6601
NCT of Delhi,CHHATARPUR,46,ISLAM ALI,OTH,181
NCT of Delhi,CHHATARPUR,46,RICHA KUMARI,OTH,77
NCT of Delhi,CHHATARPUR,46,DINESH TANWAR,OTH,293
NCT of Delhi,CHHATARPUR,46,NARENDER,NCP,173
NCT of Delhi,CHHATARPUR,46,DAYA RAM GURJAR,IND,167
NCT of Delhi,CHHATARPUR,46,DHARMENDER,IND,269
NCT of Delhi,CHHATARPUR,46,SANJAY NEGI,IND,221
NCT of Delhi,CHHATARPUR,46,NOTA,NOTA,868
NCT of Delhi,DELHI CANTT,38,NAMIT KUMAR GAUTAM,BSP,232
NCT of Delhi,DELHI CANTT,38,PRADEEP KUMAR UPMANYU,INC,4252
NCT of Delhi,DELHI CANTT,38,BHUVAN TANWAR,BJP,20162
NCT of Delhi,DELHI CANTT,38,VIRENDER SINGH KADIAN,AAAP,22191
NCT of Delhi,DELHI CANTT,38,SACHIN,OTH,70
NCT of Delhi,DELHI CANTT,38,SURENDER KUMAR,OTH,72
NCT of Delhi,DELHI CANTT,38,ASHOK AGYANI,IND,149
NCT of Delhi,DELHI CANTT,38,NOTA,NOTA,330
NCT of Delhi,DEOLI,47,ASMITA,BSP,2581
NCT of Delhi,DEOLI,47,PREM CHAUHAN,AAAP,86889
NCT of Delhi,DEOLI,47,RAJESH CHAUHAN,INC,12211
NCT of Delhi,DEOLI,47,DEEPAK TANWAR,LJPRV,50209
NCT of Delhi,DEOLI,47,DEVIKA,OTH,538
NCT of Delhi,DEOLI,47,BACHAN RAM,OTH,947
NCT of Delhi,DEOLI,47,RAJA RAM,OTH,2229
NCT of Delhi,DEOLI,47,NOTA,NOTA,2130
NCT of Delhi,DWARKA,33,ADARSH SHASTRI,INC,6773
NCT of Delhi,DWARKA,33,PARDEEP KUMAR,BSP,545
NCT of Delhi,DWARKA,33,PARDUYMN SINGH RAJPUT,BJP,69137
NCT of Delhi,DWARKA,33,VINAY MISHRA,AAAP,61308
NCT of Delhi,DWARKA,33,ARAVENDRA KUMAR,SBSP,131
NCT of Delhi,DWARKA,33,G. THULASEEDHARAN,OTH,58
NCT of Delhi,DWARKA,33,MEHAR CHARAN,OTH,76
NCT of Delhi,DWARKA,33,YOGESH SWAMI,OTH,44
NCT of Delhi,DWARKA,33,RAJNEESH KUMAR JHA,OTH,130
NCT of Delhi,DWARKA,33,RAVI RATHORE,OTH,74
NCT of Delhi,DWARKA,33,RAMESHWAR MAHTO,OTH,223
NCT of Delhi,DWARKA,33,ASHOK JINDAL,IND,172
NCT of Delhi,DWARKA,33,GAUTAM SINGH BIHARI,IND,104
NCT of Delhi,DWARKA,33,NOTA,NOTA,729
NCT of Delhi,GANDHI NAGAR,61,ARVINDER SINGH LOVELY,BJP,56858
NCT of Delhi,GANDHI NAGAR,61,KAMAL ARORA (DABBU),INC,3453
NCT of Delhi,GANDHI NAGAR,61,TIKRAJ SINGH,BSP,235
NCT of Delhi,GANDHI NAGAR,61,NAVEEN CHAUDHARY (DEEPU),AAAP,44110
NCT of Delhi,GANDHI NAGAR,61,PAWAN CHOUDHRY,OTH,190
NCT of Delhi,GANDHI NAGAR,61,GULFAM,IND,156
NCT of Delhi,GANDHI NAGAR,61,NOTA,NOTA,402
NCT of Delhi,GHONDA,66,AJAY MAHAWAR,BJP,79987
NCT of Delhi,GHONDA,66,GAURAV SHARMA,AAAP,53929
NCT of Delhi,GHONDA,66,BHISHAM SHARMA,INC,4883
NCT of Delhi,GHONDA,66,SUNDER LOHIYA,BSP,454
NCT of Delhi,GHONDA,66,ANIL SINGH,OTH,56
NCT of Delhi,GHONDA,66,BABITA,OTH,114
NCT of Delhi,GHONDA,66,ADVOCATE MEHAK DOGRA,NCP,46
NCT of Delhi,GHONDA,66,SHUBHAM,OTH,84
NCT of Delhi,GHONDA,66,GAURAV SHARMA,IND,279
NCT of Delhi,GHONDA,66,NOTA,NOTA,588
NCT of Delhi,GOKALPUR,68,ISHWAR SINGH,INC,5905
NCT of Delhi,GOKALPUR,68,PRAVEEN NIMESH,BJP,72297
NCT of Delhi,GOKALPUR,68,LAL SINGH,BSP,2562
NCT of Delhi,GOKALPUR,68,SURENDRA KUMAR,AAAP,80504
NCT of Delhi,GOKALPUR,68,ATUL KUMAR,OTH,339
NCT of Delhi,GOKALPUR,68,ARVIND KUMAR,OTH,3086
NCT of Delhi,GOKALPUR,68,CHARAN SINGH MALIYAN,OTH,91
NCT of Delhi,GOKALPUR,68,JAGDISH,NCP,64
NCT of Delhi,GOKALPUR,68,DHARAMVIR SINGH,OTH,195
NCT of Delhi,GOKALPUR,68,BIR SAIN,OTH,145
NCT of Delhi,GOKALPUR,68,MANJEET SINGH,OTH,129
NCT of Delhi,GOKALPUR,68,SURESHPAL JAINTH,IND,133
NCT of Delhi,GOKALPUR,68,NOTA,NOTA,601
NCT of Delhi,GREATER KAILASH,50,GARVIT SINGHVI,INC,6711
NCT of Delhi,GREATER KAILASH,50,NIYATI CHOUDHARY,BSP,235
NCT of Delhi,GREATER KAILASH,50,SHIKHA ROY,BJP,49594
NCT of Delhi,GREATER KAILASH,50,SAURABH BHARADWAJ,AAAP,46406
NCT of Delhi,GREATER KAILASH,50,RAMESH JAGANNATH SHAH,OTH,96
NCT of Delhi,GREATER KAILASH,50,SATISH KUMAR GULLIYA,OTH,171
NCT of Delhi,GREATER KAILASH,50,NOTA,NOTA,671
NCT of Delhi,HARI NAGAR,28,PREM BALLABH,INC,4252
NCT of Delhi,HARI NAGAR,28,BINDU KUMAR,BSP,569
NCT of Delhi,HARI NAGAR,28,SHYAM SHARMA,BJP,50179
NCT of Delhi,HARI NAGAR,28,SURINDER KUMAR SETIA,AAAP,43547
NCT of Delhi,HARI NAGAR,28,PREETAM CHAND,OTH,81
NCT of Delhi,HARI NAGAR,28,MOHAN LAL BHARDWAJ,OTH,83
NCT of Delhi,HARI NAGAR,28,ASHOK KUMAR,IND,29
NCT of Delhi,HARI NAGAR,28,MAYANK MEHTA,IND,98
NCT of Delhi,HARI NAGAR,28,RAJ KUMARI DHILLON,IND,3398
NCT of Delhi,HARI NAGAR,28,SABIR KHAN,IND,91
NCT of Delhi,HARI NAGAR,28,NOTA,NOTA,713
NCT of Delhi,JANAKPURI,30,ASHISH SOOD,BJP,68986
NCT of Delhi,JANAKPURI,30,PARVEEN KUMAR,AAAP,50220
NCT of Delhi,JANAKPURI,30,RAVI PARTAP RAO,BSP,461
NCT of Delhi,JANAKPURI,30,HARBANI KAUR,INC,3345
NCT of Delhi,JANAKPURI,30,KASHMIR CHAND,OTH,48
NCT of Delhi,JANAKPURI,30,CHAMAN LAL VERMA,OTH,70
NCT of Delhi,JANAKPURI,30,DHARAM VEER,SBSP,61
NCT of Delhi,JANAKPURI,30,MD NAVEEN,NCP,80
NCT of Delhi,JANAKPURI,30,NIZAMUDDIN KHAN,OTH,43
NCT of Delhi,JANAKPURI,30,MOHD OJER,OTH,91
NCT of Delhi,JANAKPURI,30,RAJ KUMAR,OTH,20
NCT of Delhi,JANAKPURI,30,ALTAF AHMAD,IND,183
NCT of Delhi,JANAKPURI,30,ASHISH SOOD,IND,57
NCT of Delhi,JANAKPURI,30,TARUN KUMAR SHARMA,IND,60
NCT of Delhi,JANAKPURI,30,PRAVEEN KUMAR,IND,193
NCT of Delhi,JANAKPURI,30,PRAVEEN KUMAR,IND,210
NCT of Delhi,JANAKPURI,30,NOTA,NOTA,691
NCT of Delhi,JANGPURA,41,TARVINDER SINGH MARWAH,BJP,38859
NCT of Delhi,JANGPURA,41,FARHAD SURI,INC,7350
NCT of Delhi,JANGPURA,41,MANISH SISODIA,AAAP,38184
NCT of Delhi,JANGPURA,41,RAVINDRA SINGH RAVIYODAYA,BSP,155
NCT of Delhi,JANGPURA,41,ANIL KUMAR,OTH,74
NCT of Delhi,JANGPURA,41,BIJENDER,OTH,119
NCT of Delhi,JANGPURA,41,RAKESH SAGAR,OTH,78
NCT of Delhi,JANGPURA,41,ASHOK BAMBANI,IND,171
NCT of Delhi,JANGPURA,41,SUNIL KUMAR KUKREJA,IND,80
NCT of Delhi,JANGPURA,41,NOTA,NOTA,441
NCT of Delhi,KALKAJI,51,ALKA LAMBA,INC,4392
NCT of Delhi,KALKAJI,51,ATISHI,AAAP,52154
NCT of Delhi,KALKAJI,51,PRITAM SINGH,BSP,421
NCT of Delhi,KALKAJI,51,RAMESH BIDHURI,BJP,48633
NCT of Delhi,KALKAJI,51,TANYA SINGH,OTH,193
NCT of Delhi,KALKAJI,51,DEEPAK KAPILA,OTH,174
NCT of Delhi,KALKAJI,51,RAJAN SINGH,OTH,85
NCT of Delhi,KALKAJI,51,RAJESH KUMAR,OTH,23
NCT of Delhi,KALKAJI,51,SANGH MITRA,OTH,28
NCT of Delhi,KALKAJI,51,IQBAL AHMED SIDDIQUI,IND,31
NCT of Delhi,KALKAJI,51,PARVEEN CHOUDHRY,IND,58
NCT of Delhi,KALKAJI,51,RAVI,IND,39
NCT of Delhi,KALKAJI,51,SANJAY,IND,89
NCT of Delhi,KALKAJI,51,NOTA,NOTA,556
NCT of Delhi,KARAWAL NAGAR,70,ASHOK AGARWAL,CPM,457
NCT of Delhi,KARAWAL NAGAR,70,KAPIL MISHRA,BJP,107367
NCT of Delhi,KARAWAL NAGAR,70,DEVENDRA BHAIYA,BSP,1887
NCT of Delhi,KARAWAL NAGAR,70,MANOJ KUMAR TYAGI,AAAP,84012
NCT of Delhi,KARAWAL NAGAR,70,DR. P.K. MISHRA,INC,3921
NCT of Delhi,KARAWAL NAGAR,70,NEERAJ,OTH,100
NCT of Delhi,KARAWAL NAGAR,70,PRAKASH CHAND,OTH,278
NCT of Delhi,KARAWAL NAGAR,70,YOGENDER,OTH,90
NCT of Delhi,KARAWAL NAGAR,70,SEEMA,OTH,128
NCT of Delhi,KARAWAL NAGAR,70,SANJAY MISHRA (SITARAM),NCP,165
NCT of Delhi,KARAWAL NAGAR,70,SANDHIYA TIWARI,OTH,71
NCT of Delhi,KARAWAL NAGAR,70,H.M. HASHIM MALIK,OTH,491
NCT of Delhi,KARAWAL NAGAR,70,AJAY SINGH NEGI,IND,1006
NCT of Delhi,KARAWAL NAGAR,70,YOGESH SWAMY,IND,229
NCT of Delhi,KARAWAL NAGAR,70,VISHAL SHARMA,IND,173
NCT of Delhi,KARAWAL NAGAR,70,NOTA,NOTA,709
NCT of Delhi,KAROL BAGH,23,DUSHYANT GAUTAM,BJP,44867
NCT of Delhi,KAROL BAGH,23,RAHUL KUMAR,INC,4252
NCT of Delhi,KAROL BAGH,23,RANJEET,BSP,626
NCT of Delhi,KAROL BAGH,23,VISHESH RAVI,AAAP,52297
NCT of Delhi,KAROL BAGH,23,SHIV KUMAR,OTH,116
NCT of Delhi,KAROL BAGH,23,DEEPAK KUMAR,IND,88
NCT of Delhi,KAROL BAGH,23,NOTA,NOTA,548
NCT of Delhi,KASTURBA NAGAR,42,ABHISHEK DUTT,INC,27019
NCT of Delhi,KASTURBA NAGAR,42,NEERAJ BASOYA,BJP,38067
NCT of Delhi,KASTURBA NAGAR,42,MAHESH KUMAR,BSP,150
NCT of Delhi,KASTURBA NAGAR,42,RAMESH PAHELWAN,AAAP,18617
NCT of Delhi,KASTURBA NAGAR,42,PARTEEK GUPTA,IND,158
NCT of Delhi,KASTURBA NAGAR,42,NOTA,NOTA,472
NCT of Delhi,KIRARI,9,ANIL JHA,AAAP,105780
NCT of Delhi,KIRARI,9,JUGBIR SINGH,BSP,2128
NCT of Delhi,KIRARI,9,BAJRANG SHUKLA,BJP,83909
NCT of Delhi,KIRARI,9,RAJESH KUMAR GUPTA,INC,6864
NCT of Delhi,KIRARI,9,AFSANA SARWAR,OTH,208
NCT of Delhi,KIRARI,9,MALIK NEYAZ AHMAD,OTH,885
NCT of Delhi,KIRARI,9,SUDESH SHARMA,OTH,212
NCT of Delhi,KIRARI,9,PRAKASH SRIVASTAV,IND,588
NCT of Delhi,KIRARI,9,RAKESH,IND,473
NCT of Delhi,KIRARI,9,NOTA,NOTA,1366
NCT of Delhi,KONDLI,56,AKSHAY KUMAR,INC,7230
NCT of Delhi,KONDLI,56,KULDEEP KUMAR (MONU),AAAP,61792
NCT of Delhi,KONDLI,56,PRIYANKA GAUTAM,BJP,55499
NCT of Delhi,KONDLI,56,MUKESH KUMAR,BSP,2438
NCT of Delhi,KONDLI,56,AMARJEET PRASAD,CPI(ML)(L),100
NCT of Delhi,KONDLI,56,ASHA KAMBLE,RPIA,188
NCT of Delhi,KONDLI,56,NIKHIL KUMAR PIPAL,OTH,122
NCT of Delhi,KONDLI,56,SUNNY KUMAR,OTH,418
NCT of Delhi,KONDLI,56,SURENDER SINGH,OTH,167
NCT of Delhi,KONDLI,56,NOTA,NOTA,776
NCT of Delhi,KRISHNA NAGAR,60,DR ANIL GOYAL,BJP,75922
NCT of Delhi,KRISHNA NAGAR,60,AMAR SINGH,BSP,552
NCT of Delhi,KRISHNA NAGAR,60,GURCHARAN SINGH (RAJU),INC,9393
NCT of Delhi,KRISHNA NAGAR,60,VIKAS BAGGA CA,AAAP,56424
NCT of Delhi,KRISHNA NAGAR,60,POONAM MAINI,OTH,131
NCT of Delhi,KRISHNA NAGAR,60,VIDHAYAK VIRENDRA PRADHAN GURJAR,OTH,96
NCT of Delhi,KRISHNA NAGAR,60,VINOD KAPOOR,IND,191
NCT of Delhi,KRISHNA NAGAR,60,NOTA,NOTA,696
NCT of Delhi,LAXMI NAGAR,58,ABHAY VERMA,BJP,65858
NCT of Delhi,LAXMI NAGAR,58,B B TYAGI,AAAP,54316
NCT of Delhi,LAXMI NAGAR,58,MOHD WAQAR CHOUDHARY,BSP,388
NCT of Delhi,LAXMI NAGAR,58,SUMIT SHARMA,INC,4316
NCT of Delhi,LAXMI NAGAR,58,ANIMA OJHA,OTH,45
NCT of Delhi,LAXMI NAGAR,58,ISMAIL,OTH,32
NCT of Delhi,LAXMI NAGAR,58,KUSUM LATA,OTH,46
NCT of Delhi,LAXMI NAGAR,58,GANDHI GAUTAM,OTH,173
NCT of Delhi,LAXMI NAGAR,58,DANVEER VIDYALANKAR,OTH,41
NCT of Delhi,LAXMI NAGAR,58,DEEPAK PANDEY,OTH,107
NCT of Delhi,LAXMI NAGAR,58,NAMAHA,NCP,48
NCT of Delhi,LAXMI NAGAR,58,VIKAS,OTH,135
NCT of Delhi,LAXMI NAGAR,58,ANURAG KUMAR,IND,48
NCT of Delhi,LAXMI NAGAR,58,JAGDISH KUMAR GARG,IND,74
NCT of Delhi,LAXMI NAGAR,58,VIMAL KUMAR SAXENA,IND,69
NCT of Delhi,LAXMI NAGAR,58,NOTA,NOTA,686
NCT of Delhi,MADIPUR,26,KAILASH GANGWAL,BJP,52019
NCT of Delhi,MADIPUR,26,J. P. PANWAR,INC,17958
NCT of Delhi,MADIPUR,26,RAKHI BIRLA,AAAP,41120
NCT of Delhi,MADIPUR,26,ROOP SINGH AHIRWAR,BSP,321
NCT of Delhi,MADIPUR,26,RANDHIR KUMAR,OTH,66
NCT of Delhi,MADIPUR,26,RANDHIR SINGH TANDI,OTH,204
NCT of Delhi,MADIPUR,26,ROHIT KASHYAP,OTH,105
NCT of Delhi,MADIPUR,26,DHARAMVEER,IND,206
NCT of Delhi,MADIPUR,26,RAVI,IND,113
NCT of Delhi,MADIPUR,26,NOTA,NOTA,778
NCT of Delhi,MALVIYA NAGAR,43,CHARANJEET KAUR,BSP,238
NCT of Delhi,MALVIYA NAGAR,43,JITENDER KUMAR KOCHAR,INC,6770
NCT of Delhi,MALVIYA NAGAR,43,SATISH UPADHYAY,BJP,39564
NCT of Delhi,MALVIYA NAGAR,43,SOMNATH BHARTI,AAAP,37433
NCT of Delhi,MALVIYA NAGAR,43,BHAVISH DHANKAR,OTH,144
NCT of Delhi,MALVIYA NAGAR,43,DR. BHUPENDRA CHAURASIYA,OTH,162
NCT of Delhi,MALVIYA NAGAR,43,MEGHNAD S.,IND,192
NCT of Delhi,MALVIYA NAGAR,43,NOTA,NOTA,532
NCT of Delhi,MANGOL PURI,12,DHARAM RAKSHAK ALIAS RAKESH JATAV,AAAP,55752
NCT of Delhi,MANGOL PURI,12,MUKESH KUMAR,BSP,724
NCT of Delhi,MANGOL PURI,12,RAJ KUMAR CHAUHAN,BJP,62007
NCT of Delhi,MANGOL PURI,12,HANUMAN SAHAY ALIAS HANUMAN CHAUHAN,INC,3784
NCT of Delhi,MANGOL PURI,12,KHILKHILAKAR,OTH,171
NCT of Delhi,MANGOL PURI,12,JAI BHAGWAN,IND,250
NCT of Delhi,MANGOL PURI,12,NOTA,NOTA,762
NCT of Delhi,MATIA MAHAL,21,AALEY MOHAMMED IQBAL,AAAP,58120
NCT of Delhi,MATIA MAHAL,21,ASIM AHMED KHAN,INC,10295
NCT of Delhi,MATIA MAHAL,21,TEJ RAM,BSP,130
NCT of Delhi,MATIA MAHAL,21,DEEPTI INDORA,BJP,15396
NCT of Delhi,MATIA MAHAL,21,MOHD JAVED,NCP,56
NCT of Delhi,MATIA MAHAL,21,AMAR NATH,IND,93
NCT of Delhi,MATIA MAHAL,21,ZAINUDDIN,IND,11
NCT of Delhi,MATIA MAHAL,21,FIRDOUS AHMAD,IND,31
NCT of Delhi,MATIA MAHAL,21,BHAGWAN DASS,IND,35
NCT of Delhi,MATIA MAHAL,21,MOHAMMAD AHMED SAIFI,IND,60
NCT of Delhi,MATIA MAHAL,21,MOAZAM KHAN,IND,31
NCT of Delhi,MATIA MAHAL,21,NOTA,NOTA,217
NCT of Delhi,MATIALA,34,KAMLESH KUMAR,BSP,1134
NCT of Delhi,MATIALA,34,RAGHVINDER SINGH,INC,9685
NCT of Delhi,MATIALA,34,SUMESH SHOKEEN,AAAP,117572
NCT of Delhi,MATIALA,34,SANDEEP SEHRAWAT,BJP,146295
NCT of Delhi,MATIALA,34,ARVIND KUMAR PANDEY,OTH,345
NCT of Delhi,MATIALA,34,NIRAJ KUMAR,OTH,73
NCT of Delhi,MATIALA,34,PRABHAT KUMAR,OTH,162
NCT of Delhi,MATIALA,34,MOHINDER SINGH,OTH,88
NCT of Delhi,MATIALA,34,YOGESH KUMAR SHARMA,OTH,121
NCT of Delhi,MATIALA,34,VINOD KUMAR CHAUHAN,SBSP,157
NCT of Delhi,MATIALA,34,PUNAM PANDEY,IND,501
NCT of Delhi,MATIALA,34,YOGESH KUMAR,IND,569
NCT of Delhi,MATIALA,34,RAJNI SHARMA,IND,174
NCT of Delhi,MATIALA,34,NOTA,NOTA,2018
NCT of Delhi,MEHRAULI,45,GAJENDER SINGH YADAV,BJP,48349
NCT of Delhi,MEHRAULI,45,PUSHPA SINGH,INC,9338
NCT of Delhi,MEHRAULI,45,MAHENDER CHAUDHARY,AAAP,46567
NCT of Delhi,MEHRAULI,45,YOGESHWAR SINGH BISHT,BSP,778
NCT of Delhi,MEHRAULI,45,MAHAVIR SINGH,OTH,181
NCT of Delhi,MEHRAULI,45,VIJAY LAL TAMTA,OTH,104
NCT of Delhi,MEHRAULI,45,SHARDA SINGH,OTH,140
